0.002480745315551758; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
0.5113728046417236; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
1.017791509628296; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
1.524204969406128; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
2.031118154525757; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
2.5370404720306396; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
3.044168472290039; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
3.5480411052703857; 30.99; 31.05; 30.35; 27.89; 28.62; 28.78; 
4.055357933044434; 30.99; 31.05; 30.35; 27.89; 28.62; 28.78; 
4.563615560531616; 30.98; 31.04; 30.35; 27.88; 28.61; 28.78; 
5.105213642120361; 30.98; 31.04; 30.35; 27.88; 28.61; 28.78; 
5.613178491592407; 30.98; 31.04; 30.35; 27.89; 28.61; 28.78; 
6.121429681777954; 30.98; 31.04; 30.35; 27.89; 28.61; 28.78; 
6.62789249420166; 30.97; 31.04; 30.34; 27.87; 28.60; 28.78; 
7.1354005336761475; 30.97; 31.04; 30.34; 27.87; 28.60; 28.78; 
7.64385199546814; 30.98; 31.04; 30.35; 27.88; 28.61; 28.77; 
8.15132474899292; 30.98; 31.04; 30.35; 27.88; 28.61; 28.77; 
8.657366275787354; 30.99; 31.06; 30.36; 27.89; 28.61; 28.78; 
