0.0009913444519042969; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
0.5088574886322021; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
1.0130202770233154; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
1.5208981037139893; 25.00; 25.00; 25.00; 25.00; 25.00; 25.00; 
2.024519443511963; 107.26; 106.22; 92.93; 59.91; 70.72; 71.35; 
2.528156280517578; 107.26; 106.22; 92.93; 59.91; 70.72; 71.35; 
3.0367634296417236; 107.25; 106.22; 92.93; 59.90; 70.73; 71.34; 
3.5449328422546387; 107.25; 106.22; 92.93; 59.90; 70.73; 71.34; 
4.052103757858276; 107.24; 106.24; 92.94; 59.91; 70.75; 71.35; 
4.566284418106079; 107.24; 106.24; 92.94; 59.91; 70.75; 71.35; 
5.078856468200684; 107.21; 106.24; 92.94; 59.91; 70.75; 71.36; 
5.582628488540649; 107.21; 106.24; 92.94; 59.91; 70.75; 71.36; 
6.086177825927734; 107.19; 106.24; 92.93; 59.90; 70.76; 71.36; 
6.589877605438232; 107.19; 106.24; 92.93; 59.90; 70.76; 71.36; 
7.094443321228027; 107.17; 106.24; 92.94; 59.89; 70.77; 71.37; 
7.598258018493652; 107.17; 106.24; 92.94; 59.89; 70.77; 71.37; 
8.101855993270874; 107.17; 106.25; 92.95; 59.90; 70.77; 71.38; 
8.606017827987671; 107.17; 106.25; 92.95; 59.90; 70.77; 71.38; 
9.11086654663086; 107.16; 106.26; 92.95; 59.91; 70.78; 71.38; 
9.616157054901123; 107.16; 106.26; 92.95; 59.91; 70.78; 71.38; 
10.120264053344727; 107.17; 106.27; 92.95; 59.92; 70.78; 71.39; 
10.62573504447937; 107.17; 106.27; 92.95; 59.92; 70.78; 71.39; 
11.13154411315918; 107.16; 106.28; 92.96; 59.93; 70.79; 71.38; 
11.637596130371094; 107.16; 106.28; 92.96; 59.93; 70.79; 71.38; 
12.142340183258057; 107.14; 106.28; 92.96; 59.93; 70.80; 71.39; 
12.65097165107727; 107.14; 106.28; 92.96; 59.93; 70.80; 71.39; 
13.154677867889404; 107.14; 106.29; 92.96; 59.94; 70.81; 71.38; 
13.668429851531982; 107.14; 106.29; 92.96; 59.94; 70.81; 71.38; 
14.171644449234009; 107.13; 106.28; 92.97; 59.95; 70.83; 71.38; 
14.681485176086426; 107.13; 106.28; 92.97; 59.95; 70.83; 71.38; 
15.191879749298096; 107.13; 106.31; 92.97; 59.95; 70.84; 71.39; 
15.695827960968018; 107.13; 106.31; 92.97; 59.95; 70.84; 71.39; 
16.202643394470215; 107.13; 106.32; 92.97; 59.96; 70.86; 71.38; 
16.716965198516846; 107.13; 106.32; 92.97; 59.96; 70.86; 71.38; 
17.230138778686523; 107.10; 106.33; 92.98; 59.96; 70.86; 71.37; 
17.73536229133606; 107.10; 106.33; 92.98; 59.96; 70.86; 71.37; 
18.240659475326538; 107.08; 106.34; 92.96; 59.96; 70.87; 71.37; 
18.754614114761353; 107.08; 106.34; 92.96; 59.96; 70.87; 71.37; 
19.257896423339844; 107.08; 106.35; 92.97; 59.96; 70.86; 71.38; 
19.77190899848938; 107.08; 106.35; 92.97; 59.96; 70.86; 71.38; 
20.283219814300537; 107.06; 106.35; 92.97; 59.98; 70.86; 71.39; 
